repo,tstart,tstop,status,is_domi,max_co,repo_type,num_com,num_dvpr,num_cmt
barbican,9,10,0,1,0.5,1,15,43,172
barbican,8,9,0,1,0.652173913,1,8,19,69
barbican,7,8,0,1,0.8,1,3,7,265
barbican,6,7,0,1,0.892307692,1,2,3,65
openstack-ansible-os_molteniron,17,18,0,0,0.307692308,0,5,9,13
openstack-ansible-os_molteniron,16,17,0,1,0.857142857,0,2,3,7
openstack-ansible-os_molteniron,15,16,0,0,0.4,0,3,3,10
openstack-ansible-os_molteniron,14,15,0,1,1,0,1,1,15
shovel,12,13,1,1,1,1,1,3,67
ara-server,17,18,0,1,1,1,1,2,25
xstatic-bootstrap-scss,13,14,1,1,1,0,1,1,2
xstatic-bootstrap-scss,12,13,0,1,1,0,1,1,1
xstatic-bootstrap-scss,11,12,0,1,1,0,1,1,1
xstatic-bootstrap-scss,9,10,1,1,1,0,1,2,2
surveil,11,12,1,1,0.967032967,1,2,7,182
surveil,10,11,0,1,0.946666667,1,2,4,75
surveil,9,10,0,1,0.965517241,1,2,2,29
puppet-ovn,17,18,0,0,0.4,0,4,8,10
puppet-ovn,16,17,0,0,0.444444444,0,4,6,9
puppet-ovn,15,16,0,1,0.578947368,0,3,4,19
puppet-ovn,14,15,0,1,0.5,0,4,5,8
puppet-ovn,13,14,0,1,0.75,0,3,6,12
puppet-ovn,12,13,0,1,1,0,1,1,6
congress-tempest-plugin,17,18,0,1,0.692307692,1,5,5,13
congress-tempest-plugin,16,17,0,1,0.473684211,1,5,8,19
congress-tempest-plugin,15,16,0,1,0.529411765,1,4,7,17
congress-tempest-plugin,14,15,0,1,0.666666667,1,2,2,6
congress-tempest-plugin,13,14,0,0,0.318181818,1,8,11,22
congress-tempest-plugin,12,13,0,1,1,1,1,1,19
fuel-ccp-stacklight,15,16,1,1,1,0,1,1,1
fuel-ccp-stacklight,14,15,0,1,0.545454545,0,2,6,11
fuel-ccp-stacklight,13,14,0,1,0.977777778,0,2,9,45
charm-interface-hacluster,17,18,0,1,1,0,1,1,1
charm-interface-hacluster,16,17,0,1,1,0,1,4,4
charm-interface-hacluster,15,16,0,1,1,0,1,1,1
charm-interface-hacluster,13,14,1,1,1,0,1,3,7
charm-interface-hacluster,12,13,0,1,1,0,1,1,2
openstack-ansible-os_tacker,17,18,0,0,0.4,0,8,13,25
openstack-ansible-os_tacker,16,17,0,1,0.6,0,4,7,10
openstack-ansible-os_tacker,15,16,0,1,0.777777778,0,2,3,9
openstack-ansible-os_tacker,13,14,1,1,1,0,1,1,3
fuel-ccp-mariadb,15,16,1,1,1,0,1,1,2
fuel-ccp-mariadb,14,15,0,1,0.714285714,0,2,5,7
fuel-ccp-mariadb,13,14,0,1,1,0,1,7,13
python-almanachclient,15,16,1,1,1,3,1,3,29
python-almanachclient,13,14,1,1,1,3,1,1,1
charm-interface-bind-rndc,16,17,1,1,1,0,1,1,1
charm-interface-bind-rndc,13,14,1,1,1,0,1,2,2
charm-interface-bind-rndc,12,13,0,1,1,0,1,2,3
bareon-allocator,13,14,1,0,0.5,1,2,2,4
bareon-allocator,12,13,0,1,1,1,1,1,69
sahara-plugin-ambari,17,18,0,1,0.692307692,1,4,7,13
sahara-plugin-ambari,16,17,0,1,0.444444444,1,6,7,9
sahara-plugin-ambari,15,16,0,0,0.375,1,7,7,16
sahara-plugin-ambari,14,15,0,0,0.4,1,4,4,5
sahara-plugin-ambari,13,14,0,1,0.666666667,1,5,14,33
sahara-plugin-ambari,12,13,0,1,0.515151515,1,10,20,33
sahara-plugin-ambari,11,12,0,1,0.666666667,1,5,10,21
sahara-plugin-ambari,10,11,0,1,0.666666667,1,6,11,21
fuel-mirror,15,16,1,1,1,0,1,2,5
fuel-mirror,14,15,0,1,1,0,1,1,5
fuel-mirror,13,14,0,1,1,0,1,10,34
fuel-mirror,12,13,0,1,0.866666667,0,2,14,30
cliff,17,18,0,0,0.25,3,6,8,8
cliff,16,17,0,1,0.476190476,3,6,11,21
cliff,15,16,0,1,0.558823529,3,9,12,34
cliff,14,15,0,0,0.272727273,3,9,9,11
cliff,13,14,0,0,0.363636364,3,8,12,22
cliff,12,13,0,0,0.3125,3,8,12,16
cliff,11,12,0,1,0.75,3,4,7,16
cliff,10,11,0,1,0.55,3,7,7,20
cliff,9,10,0,0,0.307692308,3,7,8,13
cliff,8,9,0,1,0.476190476,3,4,6,21
cliff,7,8,0,1,0.769230769,3,4,4,26
cliff,6,7,0,1,0.785714286,3,3,4,14
cliff,5,6,0,1,0.958762887,3,3,6,97
sticks-dashboard,16,17,1,1,1,1,1,1,1
sticks-dashboard,11,12,1,1,1,1,1,1,1
release-schedule-generator,14,15,1,1,1,2,1,1,1
release-schedule-generator,12,13,1,1,1,2,1,1,12
openstack-ansible-memcached_server,17,18,0,0,0.294117647,0,6,12,17
openstack-ansible-memcached_server,16,17,0,1,0.571428571,0,3,4,7
openstack-ansible-memcached_server,15,16,0,1,0.6,0,5,6,10
openstack-ansible-memcached_server,14,15,0,1,0.6,0,4,8,10
openstack-ansible-memcached_server,13,14,0,1,0.666666667,0,8,14,36
openstack-ansible-memcached_server,12,13,0,1,0.833333333,0,2,3,6
fuel-plugin-lma-infrastructure-alerting,15,16,1,1,1,0,1,2,4
fuel-plugin-lma-infrastructure-alerting,14,15,0,1,0.615384615,0,3,6,13
fuel-plugin-lma-infrastructure-alerting,13,14,0,1,0.6,0,2,7,80
fuel-plugin-lma-infrastructure-alerting,12,13,0,1,0.771929825,0,3,6,57
fuel-plugin-lma-infrastructure-alerting,11,12,0,1,0.827586207,0,2,3,29
cookbook-openstack-bare-metal,14,15,1,1,1,0,1,1,1
cookbook-openstack-bare-metal,11,12,1,1,0.857142857,0,3,4,14
cookbook-openstack-bare-metal,10,11,0,1,1,0,1,2,14
airship-specs,17,18,0,1,0.6,0,3,3,5
snap-openstackclients,17,18,0,1,1,0,1,1,2
snap-openstackclients,16,17,0,1,1,0,1,1,1
snap-openstackclients,15,16,0,1,1,0,1,1,1
snap-openstackclients,14,15,0,1,1,0,1,1,1
charm-trove,16,17,1,1,1,0,1,1,2
charm-trove,15,16,0,1,0.666666667,0,2,3,3
charm-trove,14,15,0,1,0.777777778,0,2,3,9
charm-trove,13,14,0,1,0.75,0,3,5,52
loci-keystone,17,18,0,1,1,0,1,1,1
loci-keystone,16,17,0,1,1,0,1,1,1
loci-keystone,15,16,0,1,0.764705882,0,4,4,17
loci-keystone,14,15,0,1,0.730769231,0,2,2,26
oslo.tools,17,18,0,1,0.444444444,2,6,8,9
oslo.tools,16,17,0,0,0.4,2,4,5,5
oslo.tools,15,16,0,1,1,2,1,3,4
oslo.tools,14,15,0,0,0.333333333,2,3,3,3
oslo.tools,13,14,0,1,1,2,1,1,2
oslo.tools,12,13,0,1,0.5,2,3,3,4
oslo.tools,11,12,0,0,0.25,2,4,4,4
oslo.tools,10,11,0,1,0.62962963,2,7,7,27
oslo.tools,9,10,0,0,0.333333333,2,7,8,12
oslo.tools,8,9,0,0,0.307692308,2,7,10,13
oslo.tools,7,8,0,0,0.263157895,2,11,12,19
oslo.tools,6,7,0,1,0.473684211,2,8,12,19
oslo.tools,5,6,0,0,0.5,2,2,2,2
oslo.tools,4,5,0,0,0.5,2,2,2,4
fuel-ccp-nginx,15,16,1,1,1,0,1,1,2
fuel-ccp-nginx,14,15,0,1,1,0,1,1,1
charm-glusterfs,15,16,1,1,1,0,1,1,3
charm-murano,14,15,1,1,1,0,1,1,22
monasca-log-api,17,18,0,1,0.6,1,3,6,15
monasca-log-api,16,17,0,1,0.666666667,1,3,7,15
monasca-log-api,15,16,0,1,0.655172414,1,7,14,29
monasca-log-api,14,15,0,1,0.6,1,6,13,25
monasca-log-api,13,14,0,1,0.678571429,1,6,13,28
monasca-log-api,12,13,0,1,0.6875,1,5,6,32
monasca-log-api,11,12,0,1,1,1,1,1,1
devstack-plugin-pika,17,18,0,1,1,0,1,1,1
devstack-plugin-pika,12,13,1,1,1,0,1,1,1
devstack-plugin-pika,11,12,0,1,1,0,1,1,2
python-cloudpulseclient,17,18,0,1,1,3,1,1,1
python-cloudpulseclient,15,16,1,1,0.666666667,3,2,3,3
python-cloudpulseclient,14,15,0,0,0.4,3,4,4,5
python-cloudpulseclient,13,14,0,1,0.75,3,2,2,4
python-cloudpulseclient,12,13,0,1,0.666666667,3,3,3,6
python-cloudpulseclient,11,12,0,1,0.857142857,3,2,2,7
charm-nova-cell-controller,17,18,0,1,1,0,1,1,2
ansible-hardening,17,18,0,0,0.19047619,0,10,15,21
ansible-hardening,16,17,0,1,0.75,0,5,9,24
ansible-hardening,15,16,0,1,0.863636364,0,4,9,66
ansible-hardening,14,15,0,1,0.914110429,0,6,16,163
ansible-hardening,13,14,0,1,0.845360825,0,7,11,97
ansible-hardening,12,13,0,1,0.896551724,0,4,6,29
ansible-hardening,11,12,0,1,1,0,1,3,11
security-analysis,17,18,0,1,1,1,1,1,1
security-analysis,14,15,1,0,0.5,1,2,2,2
security-analysis,13,14,0,1,1,1,1,1,1
shovel-horizon,12,13,1,1,1,1,1,1,4
heat-specs,17,18,0,1,1,1,1,1,1
heat-specs,16,17,0,1,0.666666667,1,2,2,3
heat-specs,15,16,0,1,1,1,1,1,1
heat-specs,13,14,1,0,0.5,1,2,3,4
heat-specs,12,13,0,1,0.5,1,5,6,10
heat-specs,11,12,0,1,0.555555556,1,4,8,9
heat-specs,10,11,0,1,0.5,1,5,6,8
heat-specs,9,10,0,1,0.571428571,1,3,5,7
python-kiteclient,13,14,1,1,1,3,1,1,1
python-kiteclient,12,13,0,1,1,3,1,1,1
python-kiteclient,11,12,0,1,1,3,1,1,1
python-kiteclient,10,11,0,0,0.5,3,2,2,2
python-kiteclient,9,10,0,0,0.333333333,3,5,5,6
devstack-plugin-mariadb,13,14,1,1,1,0,1,1,6
python-iotronicclient,17,18,0,1,1,3,1,1,1
python-iotronicclient,16,17,0,1,1,3,1,1,1
python-iotronicclient,15,16,0,1,1,3,1,1,6
timmy,16,17,1,1,1,1,1,1,2
timmy,15,16,0,0,0.428571429,1,3,4,7
timmy,14,15,0,1,0.586956522,1,3,5,46
timmy,13,14,0,1,0.583629893,1,4,5,281
timmy,12,13,0,1,0.722222222,1,3,4,18
telcowg-usecases,12,13,1,1,1,2,1,1,1
telcowg-usecases,11,12,0,0,0.25,2,4,4,4
telcowg-usecases,10,11,0,1,0.8,2,2,2,5
sahara-extra,17,18,0,1,0.6,1,2,3,5
sahara-extra,16,17,0,0,0.333333333,1,3,3,3
sahara-extra,15,16,0,0,0.25,1,4,4,4
sahara-extra,14,15,0,0,0.5,1,2,2,2
sahara-extra,13,14,0,0,0.333333333,1,5,6,12
sahara-extra,12,13,0,1,0.666666667,1,2,2,3
sahara-extra,11,12,0,1,0.666666667,1,2,3,3
sahara-extra,10,11,0,1,0.818181818,1,3,3,11
sahara-extra,9,10,0,1,0.666666667,1,3,3,6
sahara-extra,8,9,0,1,0.75,1,3,5,8
sahara-extra,7,8,0,1,0.5625,1,3,8,32
python-jenkins,17,18,0,0,0.37037037,3,10,17,27
python-jenkins,16,17,0,0,0.25,3,6,7,8
python-jenkins,15,16,0,0,0.333333333,3,3,3,3
python-jenkins,14,15,0,1,0.428571429,3,5,7,7
python-jenkins,13,14,0,0,0.4,3,4,5,5
python-jenkins,12,13,0,1,0.428571429,3,5,7,7
python-jenkins,11,12,0,1,0.791666667,3,6,6,24
python-jenkins,10,11,0,1,0.608695652,3,5,6,23
python-jenkins,9,10,0,1,0.45,3,7,8,20
python-jenkins,8,9,0,1,1,3,1,1,1
python-jenkins,7,8,0,0,0.333333333,3,3,4,6
python-jenkins,6,7,0,1,1,3,1,1,1
python-jenkins,5,6,0,1,1,3,1,2,3
python-jenkins,4,5,0,1,0.666666667,3,2,2,3
python-jenkins,3,4,0,1,0.75,3,2,2,8
senlin,17,18,0,0,0.430379747,1,11,20,79
senlin,16,17,0,0,0.413533835,1,15,29,133
senlin,15,16,0,0,0.327956989,1,17,34,186
senlin,14,15,0,1,0.487940631,1,13,31,539
senlin,13,14,0,1,0.68172888,1,16,38,509
senlin,12,13,0,1,0.774621212,1,15,29,528
senlin,11,12,0,1,0.88,1,6,12,400
senlin,10,11,0,1,0.989350373,1,2,7,939
virtualbmc,17,18,0,1,0.592592593,1,6,8,27
virtualbmc,16,17,0,0,0.25,1,5,8,8
virtualbmc,15,16,0,0,0.25,1,6,6,8
virtualbmc,14,15,0,1,0.7,1,3,5,10
virtualbmc,13,14,0,1,0.818181818,1,2,2,11
virtualbmc,12,13,0,1,1,1,1,1,16
wsme,17,18,0,1,0.75,4,2,3,4
wsme,14,15,1,1,0.5,4,3,3,4
wsme,12,13,1,0,0.4,4,4,5,5
wsme,11,12,0,0,0.333333333,4,4,6,12
wsme,10,11,0,1,0.636363636,4,4,8,22
wsme,9,10,0,1,0.5,4,4,8,10
wsme,8,9,0,0,0.181818182,4,8,9,11
wsme,7,8,0,0,0.413793103,4,6,8,58
wsme,6,7,0,1,0.838235294,4,4,5,136
wsme,5,6,0,1,1,4,1,1,86
wsme,4,5,0,1,1,4,1,1,136
wsme,3,4,0,1,1,4,1,1,29
stacktach,17,18,0,1,1,1,1,1,1
stacktach,16,17,0,1,1,1,1,1,1
stacktach,15,16,0,1,1,1,1,1,4
stacktach,13,14,1,1,1,1,1,1,1
stacktach,12,13,0,1,0.75,1,2,2,4
stacktach,11,12,0,1,0.666666667,1,2,2,3
stacktach,10,11,0,1,1,1,1,1,2
stacktach,9,10,0,1,0.625,1,3,5,8
stacktach,8,9,0,1,0.769230769,1,4,8,78
stacktach,7,8,0,1,0.9125,1,3,9,160
stacktach,6,7,0,1,0.949152542,1,3,6,118
stacktach,5,6,0,1,0.75,1,2,2,4
stacktach,4,5,0,1,1,1,1,1,12
ec2api-tempest-plugin,17,18,0,1,1,1,1,1,1
ec2api-tempest-plugin,16,17,0,1,0.6,1,3,3,5
ec2api-tempest-plugin,15,16,0,0,0.4,1,4,4,5
ec2api-tempest-plugin,14,15,0,1,0.666666667,1,2,3,3
ec2api-tempest-plugin,13,14,0,1,0.666666667,1,2,2,6
ec2api-tempest-plugin,12,13,0,1,0.916666667,1,2,2,24
ec2api-tempest-plugin,11,12,0,1,0.964285714,1,2,2,28
ec2api-tempest-plugin,10,11,0,1,1,1,1,2,23
compass-web,12,13,1,1,0.833333333,0,2,4,6
compass-web,11,12,0,1,0.6,0,2,3,5
compass-web,10,11,0,1,0.735294118,0,2,5,34
compass-web,9,10,0,1,0.813953488,0,2,7,129
compass-web,8,9,0,1,1,0,1,3,17
aodh,17,18,0,0,0.222222222,1,8,15,18
aodh,16,17,0,1,0.435897436,1,10,18,39
aodh,15,16,0,1,0.44,1,13,24,50
aodh,14,15,0,0,0.392156863,1,16,29,51
aodh,13,14,0,0,0.304878049,1,10,21,82
aodh,12,13,0,1,0.448275862,1,10,20,87
aodh,11,12,0,1,0.638613861,1,14,27,202
aodh,10,11,0,0,0.346801347,1,26,61,297
aodh,9,10,0,0,0.271812081,1,28,76,298
aodh,8,9,0,0,0.227848101,1,23,66,316
aodh,7,8,0,0,0.388095238,1,27,59,420
aodh,6,7,0,0,0.402214022,1,17,31,271
aodh,5,6,0,1,0.525252525,1,8,10,99
fuel-plugin-external-lb,13,14,1,1,1,0,1,1,3
fuel-plugin-external-lb,12,13,0,1,1,0,1,1,8
fuel-plugin-nsx-t,14,15,1,1,1,0,1,5,25
fuel-plugin-nsx-t,13,14,0,1,1,0,1,3,12
constellations,17,18,0,1,0.75,2,2,2,4
charm-panko,16,17,1,1,1,0,1,1,2
charm-panko,15,16,0,1,1,0,1,1,4
xstatic-json2yaml,17,18,0,1,1,0,1,1,1
networking-hyperv,17,18,0,0,0.333333333,1,5,7,9
networking-hyperv,16,17,0,1,0.681818182,1,6,7,22
networking-hyperv,15,16,0,1,0.733333333,1,3,5,15
networking-hyperv,14,15,0,1,0.5625,1,7,9,16
networking-hyperv,13,14,0,1,0.75,1,5,14,16
networking-hyperv,12,13,0,1,0.84,1,4,7,25
networking-hyperv,11,12,0,1,0.904761905,1,3,4,21
networking-hyperv,10,11,0,1,0.916666667,1,2,4,24
fuel-ccp-nova,15,16,1,1,0.916666667,0,2,8,12
fuel-ccp-nova,14,15,0,1,0.833333333,0,2,14,48
fuel-ccp-nova,13,14,0,1,0.761904762,0,2,9,21
sahara-plugin-mapr,17,18,0,1,0.727272727,1,4,6,11
sahara-plugin-mapr,16,17,0,0,0.363636364,1,7,9,11
sahara-plugin-mapr,15,16,0,0,0.352941176,1,8,8,17
sahara-plugin-mapr,14,15,0,1,0.5,1,5,6,10
sahara-plugin-mapr,13,14,0,1,0.454545455,1,7,16,44
sahara-plugin-mapr,12,13,0,1,0.489795918,1,13,20,49
sahara-plugin-mapr,11,12,0,1,0.558139535,1,7,12,43
sahara-plugin-mapr,10,11,0,0,0.41025641,1,6,11,39
sahara-plugin-mapr,9,10,0,1,0.75,1,6,12,28
sahara-plugin-mapr,8,9,0,1,0.714285714,1,5,9,28
sahara-plugin-mapr,7,8,0,1,0.93877551,1,4,11,49
sahara-plugin-mapr,6,7,0,1,1,1,1,1,10
neutron,17,18,0,0,0.313432836,1,30,88,335
neutron,16,17,0,0,0.275862069,1,37,87,377
neutron,15,16,0,0,0.255775578,1,44,134,606
neutron,14,15,0,0,0.208835341,1,38,121,498
neutron,13,14,0,0,0.195364238,1,46,180,906
neutron,12,13,0,0,0.190420561,1,47,175,856
neutron,11,12,0,0,0.256190476,1,51,179,1050
neutron,10,11,0,0,0.308133971,1,43,178,1045
neutron,9,10,0,0,0.147952444,1,46,191,757
neutron,8,9,0,0,0.164203612,1,51,164,609
neutron,7,8,0,0,0.147919877,1,42,137,649
neutron,6,7,0,0,0.21031746,1,29,78,504
neutron,5,6,0,0,0.239285714,1,23,48,280
neutron,4,5,0,0,0.397727273,1,13,23,88
neutron,1,2,0,1,1,1,1,1,10
neutron,2,3,0,1,1,1,1,1,4
neutron,3,4,0,1,0.638392857,1,6,17,224
python-muranoclient,17,18,0,1,0.454545455,3,5,8,11
python-muranoclient,16,17,0,1,0.666666667,3,2,2,3
python-muranoclient,15,16,0,1,0.45,3,9,12,20
python-muranoclient,14,15,0,0,0.157894737,3,12,15,19
python-muranoclient,13,14,0,1,0.483333333,3,15,25,60
python-muranoclient,12,13,0,1,0.506329114,3,12,32,79
python-muranoclient,11,12,0,1,0.732142857,3,8,19,56
python-muranoclient,10,11,0,1,0.842105263,3,4,10,38
python-muranoclient,9,10,0,1,0.666666667,3,5,10,24
python-muranoclient,8,9,0,1,0.882352941,3,3,7,17
python-muranoclient,7,8,0,1,1,3,1,5,22
refstack-client,17,18,0,0,0.4,1,3,4,5
refstack-client,16,17,0,0,0.4,1,5,6,10
refstack-client,15,16,0,0,0.25,1,6,7,12
refstack-client,14,15,0,0,0.363636364,1,5,8,11
refstack-client,13,14,0,1,0.454545455,1,6,8,11
refstack-client,12,13,0,1,0.5,1,5,9,12
refstack-client,11,12,0,1,0.6,1,5,8,20
refstack-client,10,11,0,1,0.470588235,1,5,6,17
refstack-client,9,10,0,1,0.769230769,1,2,4,13
octavia,17,18,0,0,0.353741497,1,22,36,147
octavia,16,17,0,0,0.330097087,1,17,32,103
octavia,15,16,0,0,0.294736842,1,22,42,190
octavia,14,15,0,0,0.277777778,1,15,29,108
octavia,13,14,0,0,0.17037037,1,17,44,135
octavia,12,13,0,0,0.260606061,1,17,39,165
octavia,11,12,0,1,0.435897436,1,12,23,117
octavia,10,11,0,1,0.560606061,1,7,14,66
octavia,9,10,0,0,0.4,1,4,6,10
sqlalchemy-migrate,15,16,1,0,0.5,1,2,2,2
sqlalchemy-migrate,14,15,0,0,0.5,1,2,2,2
sqlalchemy-migrate,13,14,0,1,1,1,1,1,2
sqlalchemy-migrate,12,13,0,1,1,1,1,1,1
sqlalchemy-migrate,11,12,0,1,0.444444444,1,4,4,9
sqlalchemy-migrate,10,11,0,0,0.4,1,4,9,10
sqlalchemy-migrate,9,10,0,1,0.5,1,4,5,8
sqlalchemy-migrate,8,9,0,0,0.3,1,8,10,20
sqlalchemy-migrate,7,8,0,1,0.5,1,4,4,10
sqlalchemy-migrate,6,7,0,1,1,1,1,1,3
sqlalchemy-migrate,4,5,1,1,1,1,1,3,25
sqlalchemy-migrate,3,4,0,1,1,1,1,5,30
sqlalchemy-migrate,2,3,0,1,1,1,1,3,13
sqlalchemy-migrate,1,2,0,1,1,1,1,2,5
sqlalchemy-migrate,0,1,0,1,1,1,1,3,82
tripleo-ha-utils,17,18,0,1,0.933333333,0,2,3,15
tripleo-ha-utils,16,17,0,1,0.944444444,0,2,4,18
tripleo-ha-utils,15,16,0,1,1,0,1,1,15
tripleo-ha-utils,14,15,0,1,1,0,1,2,3
fuel-plugin-detach-keystone,13,14,1,1,1,0,1,2,7
fuel-plugin-detach-keystone,12,13,0,1,0.96,0,2,7,25
fuel-plugin-detach-keystone,11,12,0,1,0.857142857,0,2,4,7
swift-specs,14,15,1,1,1,1,1,1,1
swift-specs,13,14,0,1,1,1,1,1,1
swift-specs,12,13,0,1,1,1,1,1,1
swift-specs,11,12,0,0,0.25,1,4,4,4
swift-specs,10,11,0,0,0.333333333,1,5,6,6
swift-specs,9,10,0,0,0.428571429,1,4,4,7
charm-neutron-gateway,17,18,0,1,0.933333333,0,2,7,15
charm-neutron-gateway,16,17,0,1,0.869565217,0,4,9,23
charm-neutron-gateway,15,16,0,1,0.846153846,0,3,8,13
charm-neutron-gateway,14,15,0,1,0.9,0,2,5,10
charm-neutron-gateway,13,14,0,1,1,0,1,7,30
charm-neutron-gateway,12,13,0,1,0.962962963,0,2,8,27
charm-neutron-gateway,11,12,0,1,0.957894737,0,3,9,95
charm-neutron-gateway,10,11,0,1,0.63876652,0,2,9,227
charm-neutron-gateway,9,10,0,1,0.921875,0,2,7,64
charm-neutron-gateway,8,9,0,1,0.917647059,0,3,10,85
charm-neutron-gateway,7,8,0,1,1,0,1,3,49
charm-neutron-gateway,6,7,0,1,1,0,1,3,55
oslo.i18n,17,18,0,1,0.571428571,2,3,4,7
oslo.i18n,16,17,0,1,0.6,2,3,3,5
oslo.i18n,15,16,0,1,0.5,2,5,7,10
oslo.i18n,14,15,0,0,0.25,2,4,4,4
oslo.i18n,13,14,0,0,0.333333333,2,3,3,3
oslo.i18n,12,13,0,1,0.428571429,2,5,5,7
oslo.i18n,11,12,0,1,0.4375,2,6,8,16
oslo.i18n,10,11,0,1,0.6,2,3,5,10
oslo.i18n,9,10,0,1,0.653846154,2,8,9,26
oslo.i18n,8,9,0,1,0.555555556,2,7,9,18
oslo.i18n,7,8,0,1,0.529411765,2,6,9,17
oslo.i18n,6,7,0,0,0.3,2,6,7,10
tatu,17,18,0,1,1,1,1,1,12
tatu,16,17,0,1,0.98245614,1,2,1,57
taskflow,17,18,0,1,0.428571429,3,9,11,21
taskflow,16,17,0,0,0.428571429,3,4,4,7
taskflow,15,16,0,0,0.25,3,6,6,12
taskflow,14,15,0,0,0.214285714,3,10,10,14
taskflow,13,14,0,0,0.206896552,3,10,12,29
taskflow,12,13,0,1,0.697368421,3,9,11,76
taskflow,11,12,0,1,0.877697842,3,7,13,139
taskflow,10,11,0,1,0.923344948,3,9,13,287
taskflow,9,10,0,1,0.922279793,3,10,12,193
taskflow,8,9,0,1,0.694835681,3,10,12,213
taskflow,7,8,0,1,0.858156028,3,7,10,282
group-based-policy-automation,16,17,1,1,1,3,1,1,1
group-based-policy-automation,15,16,0,1,1,3,1,2,4
group-based-policy-automation,14,15,0,1,1,3,1,1,3
group-based-policy-automation,13,14,0,1,1,3,1,1,1
group-based-policy-automation,12,13,0,1,0.8,3,2,2,5
group-based-policy-automation,11,12,0,1,0.714285714,3,3,3,7
group-based-policy-automation,10,11,0,0,0.384615385,3,5,6,13
ansible-role-k8s-mariadb,16,17,1,1,0.958333333,0,2,2,24
ansible-role-k8s-mariadb,15,16,0,1,0.75,0,2,2,8
fuel-main,15,16,1,1,1,0,1,1,1
fuel-main,14,15,0,1,1,0,1,2,2
fuel-main,13,14,0,1,0.896551724,0,3,10,29
fuel-main,12,13,0,1,0.942857143,0,5,31,140
fuel-main,11,12,0,1,0.990740741,0,2,33,108
fuel-main,10,11,0,1,0.965397924,0,4,66,289
fuel-main,9,10,0,1,0.936936937,0,5,55,333
fuel-main,8,9,0,1,0.823717949,0,3,41,312
fuel-main,7,8,0,1,0.970149254,0,2,18,67
sahara,17,18,0,1,0.5,1,11,20,64
sahara,16,17,0,0,0.306451613,1,13,21,62
sahara,15,16,0,0,0.275510204,1,14,28,98
sahara,14,15,0,0,0.236111111,1,15,27,72
sahara,13,14,0,1,0.515151515,1,14,48,198
sahara,12,13,0,0,0.291338583,1,19,46,254
sahara,11,12,0,1,0.437908497,1,19,45,306
sahara,10,11,0,1,0.46961326,1,19,41,362
sahara,9,10,0,1,0.621710526,1,18,43,304
sahara,8,9,0,1,0.626470588,1,9,31,340
sahara,7,8,0,1,0.884696017,1,7,25,477
sahara,6,7,0,1,1,1,1,5,157
charm-ceph-osd,17,18,0,1,0.8,0,5,14,40
charm-ceph-osd,16,17,0,1,0.958333333,0,2,12,24
charm-ceph-osd,15,16,0,1,0.833333333,0,2,12,18
charm-ceph-osd,14,15,0,1,0.642857143,0,3,6,14
charm-ceph-osd,13,14,0,1,0.828571429,0,2,10,35
charm-ceph-osd,12,13,0,1,0.857142857,0,3,9,28
charm-ceph-osd,11,12,0,1,1,0,1,5,24
charm-ceph-osd,10,11,0,1,1,0,1,7,23
charm-ceph-osd,9,10,0,1,0.923076923,0,2,7,39
charm-ceph-osd,8,9,0,1,1,0,1,2,8
charm-ceph-osd,7,8,0,1,1,0,1,1,19
charm-ceph-osd,6,7,0,1,1,0,1,2,16
tap-as-a-service-dashboard,16,17,1,1,1,1,1,1,1
tap-as-a-service-dashboard,15,16,0,1,1,1,1,1,3
openstacksdk,17,18,0,1,0.559440559,3,22,48,143
openstacksdk,16,17,0,1,0.551724138,3,22,38,174
openstacksdk,15,16,0,0,0.422222222,3,29,67,360
openstacksdk,14,15,0,1,0.502202643,3,19,39,227
openstacksdk,13,14,0,0,0.339805825,3,23,48,206
openstacksdk,12,13,0,1,0.6796875,3,24,55,384
openstacksdk,11,12,0,0,0.425287356,3,14,33,435
openstacksdk,10,11,0,1,0.523809524,3,7,22,294
openstacksdk,9,10,0,1,0.720930233,3,6,10,129
openstacksdk,8,9,0,1,0.6875,3,3,7,16
os-collect-config,17,18,0,1,0.6,3,3,5,5
os-collect-config,16,17,0,1,0.6,3,2,4,5
os-collect-config,15,16,0,0,0.4,3,3,5,5
os-collect-config,14,15,0,1,0.571428571,3,4,6,7
os-collect-config,13,14,0,1,0.8,3,2,4,5
os-collect-config,12,13,0,1,0.75,3,2,3,4
os-collect-config,11,12,0,1,0.666666667,3,3,4,6
os-collect-config,10,11,0,1,0.6,3,3,4,5
os-collect-config,9,10,0,1,0.555555556,3,5,6,18
os-collect-config,8,9,0,1,0.5,3,6,8,14
os-collect-config,7,8,0,1,0.887096774,3,3,5,62
charm-interface-service-control,13,14,1,1,1,0,1,1,1
tripleo-specs,17,18,0,1,0.777777778,0,3,7,9
tripleo-specs,16,17,0,1,0.833333333,0,2,5,6
tripleo-specs,15,16,0,1,1,0,1,3,3
tripleo-specs,14,15,0,1,0.75,0,2,4,4
tripleo-specs,13,14,0,1,0.833333333,0,2,5,6
tripleo-specs,11,12,1,1,1,0,1,1,1
tripleo-specs,10,11,0,0,0.4,0,3,4,5
tripleo-specs,9,10,0,0,0.357142857,0,5,11,14
monasca-grafana-datasource,17,18,0,0,0.5,1,2,2,2
monasca-grafana-datasource,16,17,0,1,0.6,1,2,3,5
