repo,tstart,tstop,status,is_mono,m_ratio,repo_type,num_com,num_dvpr,num_cmt
powervc-driver,17,18,0,1,1.0,2,1,2,3
powervc-driver,16,17,0,1,0.5,2,2,3,6
powervc-driver,15,16,0,1,1.0,2,1,2,3
powervc-driver,14,15,0,1,1.0,2,1,1,4
powervc-driver,13,14,0,1,1.0,2,1,1,2
powervc-driver,12,13,0,1,1.0,2,1,2,4
powervc-driver,11,12,0,1,1.0,2,1,2,18
powervc-driver,10,11,0,1,1.0,2,1,4,31
powervc-driver,9,10,0,1,0.9545454545454546,2,2,8,44
jenkins-plugins-for-murano,13,14,1,1,1.0,2,1,2,2
oslo.rootwrap,17,18,0,1,0.8571428571428571,0,2,5,7
oslo.rootwrap,16,17,0,0,0.3333333333333333,0,6,6,9
oslo.rootwrap,15,16,0,0,0.2,0,8,8,10
oslo.rootwrap,14,15,0,0,0.25,0,6,8,8
oslo.rootwrap,13,14,0,0,0.4,0,4,5,5
oslo.rootwrap,12,13,0,0,0.25,0,4,4,4
oslo.rootwrap,11,12,0,0,0.4166666666666667,0,4,7,12
oslo.rootwrap,10,11,0,0,0.2727272727272727,0,6,8,11
oslo.rootwrap,9,10,0,0,0.26666666666666666,0,6,6,15
oslo.rootwrap,8,9,0,1,0.5714285714285714,0,5,5,14
oslo.rootwrap,7,8,0,0,0.375,0,7,10,16
oslo.rootwrap,6,7,0,1,0.6,0,3,3,5
mogan-ui,15,16,1,1,0.9411764705882353,1,2,2,17
fuel-plugin-zabbix-snmptrapd,15,16,1,1,1.0,3,1,1,1
fuel-plugin-zabbix-snmptrapd,14,15,0,1,1.0,3,1,1,5
fuel-plugin-zabbix-snmptrapd,13,14,0,1,1.0,3,1,1,6
fuel-plugin-zabbix-snmptrapd,12,13,0,1,0.7777777777777778,3,3,3,9
fuel-plugin-zabbix-snmptrapd,11,12,0,1,1.0,3,1,2,6
slogging,17,18,0,1,0.625,1,3,5,8
slogging,11,12,1,1,0.5,1,2,2,2
slogging,10,11,0,1,1.0,1,1,1,8
slogging,9,10,0,1,0.7142857142857143,1,2,2,7
slogging,7,8,1,1,1.0,1,1,1,1
slogging,6,7,0,1,0.5,1,3,3,4
slogging,5,6,0,1,0.6363636363636364,1,4,3,22
slogging,4,5,0,1,1.0,1,1,2,23
slogging,3,4,0,1,1.0,1,1,2,25
charm-interface-ceph-mds,15,16,1,1,1.0,3,1,2,2
charm-interface-ceph-mds,14,15,0,1,1.0,3,1,2,8
charm-interface-ceph-mds,13,14,0,1,1.0,3,1,2,10
os-xenapi,17,18,0,1,0.6666666666666666,4,4,6,12
os-xenapi,16,17,0,1,0.92,4,3,5,25
os-xenapi,15,16,0,1,0.9117647058823529,4,4,7,34
os-xenapi,14,15,0,1,1.0,4,1,3,8
barbican-tempest-plugin,17,18,0,0,0.3333333333333333,1,3,3,3
barbican-tempest-plugin,16,17,0,1,0.5,1,3,4,6
barbican-tempest-plugin,15,16,0,0,0.45454545454545453,1,5,9,11
barbican-tempest-plugin,14,15,0,1,1.0,1,1,2,5
fuel-plugin-detach-rabbitmq,15,16,1,1,1.0,3,1,1,1
fuel-plugin-detach-rabbitmq,13,14,1,1,1.0,3,1,2,5
fuel-plugin-detach-rabbitmq,12,13,0,1,0.9230769230769231,3,2,8,13
fuel-plugin-detach-rabbitmq,11,12,0,1,0.75,3,2,4,4
xstatic-angular-fileupload,13,14,1,1,1.0,3,1,1,1
xstatic-angular-fileupload,12,13,0,1,1.0,3,1,1,1
xstatic-angular-fileupload,11,12,0,1,1.0,3,1,1,1
xstatic-angular-fileupload,9,10,1,1,1.0,3,1,1,1
monasca-specs,17,18,0,1,0.5,1,3,4,4
monasca-specs,16,17,0,1,0.75,1,2,2,4
fuel-ccp-rally,15,16,1,1,1.0,3,1,3,23
group-based-policy,17,18,0,1,0.7096774193548387,4,6,10,62
group-based-policy,16,17,0,1,0.5757575757575758,4,11,17,66
group-based-policy,15,16,0,1,0.5619047619047619,4,9,18,105
group-based-policy,14,15,0,1,0.518796992481203,4,5,18,133
group-based-policy,13,14,0,1,0.5913978494623656,4,7,20,93
group-based-policy,12,13,0,1,0.7536231884057971,4,7,15,69
group-based-policy,11,12,0,1,0.8333333333333334,4,3,7,84
group-based-policy,10,11,0,1,0.5051546391752577,4,5,11,97
group-based-policy,9,10,0,1,1.0,4,1,3,10
distil-ui,17,18,0,1,1.0,1,1,1,1
distil-ui,16,17,0,1,1.0,1,1,2,3
distil-ui,15,16,0,1,1.0,1,1,3,4
neutron-vpnaas,17,18,0,0,0.2692307692307692,1,8,10,26
neutron-vpnaas,16,17,0,1,0.5,1,9,17,24
neutron-vpnaas,15,16,0,0,0.42424242424242425,1,11,14,33
neutron-vpnaas,14,15,0,0,0.35294117647058826,1,8,8,17
neutron-vpnaas,13,14,0,0,0.3333333333333333,1,14,22,39
neutron-vpnaas,12,13,0,0,0.19148936170212766,1,17,25,47
neutron-vpnaas,11,12,0,0,0.25287356321839083,1,14,28,87
neutron-vpnaas,10,11,0,0,0.24509803921568626,1,16,34,102
neutron-vpnaas,9,10,0,0,0.2361111111111111,1,22,44,72
neutron-vpnaas,8,9,0,0,0.15555555555555556,1,21,33,45
neutron-vpnaas,7,8,0,0,0.2,1,14,22,30
glance_store,17,18,0,0,0.375,1,9,13,24
glance_store,16,17,0,0,0.36363636363636365,1,7,8,11
glance_store,15,16,0,0,0.3125,1,8,13,16
glance_store,14,15,0,0,0.13333333333333333,1,10,12,15
glance_store,13,14,0,0,0.1590909090909091,1,17,24,44
glance_store,12,13,0,0,0.24489795918367346,1,17,27,49
glance_store,11,12,0,0,0.3142857142857143,1,8,15,35
glance_store,10,11,0,0,0.2,1,10,29,55
glance_store,9,10,0,1,0.5645161290322581,1,8,12,62
glance_store,8,9,0,1,1.0,1,1,1,23
sahara-image-elements,17,18,0,1,0.7272727272727273,1,3,6,11
sahara-image-elements,16,17,0,1,0.8888888888888888,1,2,4,9
sahara-image-elements,15,16,0,0,0.4583333333333333,1,8,10,24
sahara-image-elements,14,15,0,0,0.3333333333333333,1,6,7,15
sahara-image-elements,13,14,0,1,0.6296296296296297,1,5,10,27
sahara-image-elements,12,13,0,1,0.6428571428571429,1,4,7,14
sahara-image-elements,11,12,0,0,0.43333333333333335,1,7,18,60
sahara-image-elements,10,11,0,0,0.4444444444444444,1,9,21,72
sahara-image-elements,9,10,0,1,0.575,1,5,10,40
sahara-image-elements,8,9,0,1,0.6428571428571429,1,4,10,42
sahara-image-elements,7,8,0,1,0.5365853658536586,1,3,9,41
tricircle,17,18,0,0,0.25,3,8,12,20
tricircle,16,17,0,1,0.53125,3,8,12,32
tricircle,15,16,0,1,0.7065217391304348,3,11,23,92
tricircle,14,15,0,0,0.4777777777777778,3,9,18,90
tricircle,13,14,0,1,0.55,3,7,13,20
dragonflow,17,18,0,1,0.6779661016949152,1,10,18,59
dragonflow,16,17,0,1,0.8518518518518519,1,11,22,135
dragonflow,15,16,0,1,0.8491228070175438,1,15,32,285
dragonflow,14,15,0,1,0.7075812274368231,1,15,40,277
dragonflow,13,14,0,1,0.6746031746031746,1,13,37,252
dragonflow,12,13,0,1,0.5907172995780591,1,8,23,237
dragonflow,11,12,0,1,0.6598639455782312,1,6,11,147
dragonflow,10,11,0,1,0.7083333333333334,1,2,4,72
requests-mock,17,18,0,1,1.0,5,1,1,1
requests-mock,16,17,0,0,0.4,5,3,3,5
requests-mock,15,16,0,1,0.5,5,2,2,2
requests-mock,14,15,0,1,1.0,5,1,1,6
requests-mock,13,14,0,1,0.8,5,3,3,10
requests-mock,12,13,0,0,0.4,5,4,5,5
requests-mock,11,12,0,1,1.0,5,1,1,1
requests-mock,10,11,0,1,0.8888888888888888,5,2,2,9
requests-mock,9,10,0,1,0.9534883720930233,5,3,3,43
limestone-ci-cloud,17,18,0,1,1.0,3,1,1,20
charm-ceph-proxy,17,18,0,1,0.8333333333333334,3,2,3,6
charm-ceph-proxy,16,17,0,1,0.8571428571428571,3,2,3,7
charm-ceph-proxy,15,16,0,1,1.0,3,1,6,9
charm-ceph-proxy,14,15,0,1,1.0,3,1,2,3
charm-ceph-proxy,13,14,0,1,0.5555555555555556,3,2,3,9
ansible-role-tripleo-cookiecutter,17,18,0,1,1.0,3,1,2,4
fairy-slipper,14,15,1,1,1.0,5,1,1,1
fairy-slipper,13,14,0,1,0.5,5,2,2,2
fairy-slipper,12,13,0,0,0.375,5,7,8,32
fairy-slipper,11,12,0,1,0.8247422680412371,5,3,3,97
designate-dashboard,17,18,0,0,0.1875,1,10,12,16
designate-dashboard,16,17,0,0,0.25,1,7,8,8
designate-dashboard,15,16,0,0,0.42857142857142855,1,4,6,7
designate-dashboard,14,15,0,0,0.4,1,4,5,5
designate-dashboard,13,14,0,0,0.375,1,5,6,8
designate-dashboard,12,13,0,0,0.36363636363636365,1,7,9,11
designate-dashboard,11,12,0,1,0.6428571428571429,1,4,5,14
designate-dashboard,10,11,0,1,0.8888888888888888,1,2,4,9
kosmos-specs,11,12,1,1,1.0,1,1,1,2
aeromancer,12,13,1,1,1.0,0,1,1,1
aeromancer,10,11,1,1,1.0,0,1,1,49
openstack-ansible-openstack_hosts,17,18,0,0,0.4888888888888889,3,8,12,45
openstack-ansible-openstack_hosts,16,17,0,1,0.6666666666666666,3,5,10,27
openstack-ansible-openstack_hosts,15,16,0,1,0.5769230769230769,3,5,10,26
openstack-ansible-openstack_hosts,14,15,0,1,0.5294117647058824,3,6,10,17
openstack-ansible-openstack_hosts,13,14,0,1,0.6222222222222222,3,7,15,45
openstack-ansible-openstack_hosts,12,13,0,1,0.6153846153846154,3,6,9,13
delimiter,13,14,1,1,0.8421052631578947,1,3,3,19
openstack-ansible-repo_server,17,18,0,0,0.4375,3,7,9,16
openstack-ansible-repo_server,16,17,0,1,0.8,3,5,7,20
openstack-ansible-repo_server,15,16,0,0,0.42105263157894735,3,5,8,19
openstack-ansible-repo_server,14,15,0,0,0.42857142857142855,3,6,10,14
openstack-ansible-repo_server,13,14,0,1,0.7777777777777778,3,5,8,36
openstack-ansible-repo_server,12,13,0,1,0.8666666666666667,3,3,7,15
charm-layer-openstack-api,16,17,1,1,1.0,3,1,2,2
charm-layer-openstack-api,15,16,0,1,1.0,3,1,1,1
charm-layer-openstack-api,13,14,1,1,1.0,3,1,2,6
charm-layer-openstack-api,12,13,0,1,1.0,3,1,2,3
scientific-wg,17,18,0,1,1.0,0,1,1,1
scientific-wg,14,15,1,1,0.5,0,2,2,2
stevedore,17,18,0,1,0.5714285714285714,2,3,3,7
stevedore,16,17,0,1,0.5714285714285714,2,3,4,7
stevedore,15,16,0,0,0.3333333333333333,2,5,5,9
stevedore,14,15,0,0,0.2857142857142857,2,6,7,7
stevedore,13,14,0,0,0.4444444444444444,2,4,6,9
stevedore,12,13,0,1,0.5,2,4,5,6
stevedore,11,12,0,0,0.42857142857142855,2,6,6,14
stevedore,10,11,0,1,0.7272727272727273,2,4,4,11
stevedore,9,10,0,0,0.3333333333333333,2,6,5,9
stevedore,8,9,0,1,0.6666666666666666,2,2,4,24
stevedore,7,8,0,1,0.8333333333333334,2,5,5,36
stevedore,6,7,0,1,1.0,2,1,1,16
stevedore,5,6,0,1,1.0,2,1,1,26
puppet-rally,17,18,0,0,0.38461538461538464,3,5,8,13
puppet-rally,16,17,0,1,0.5,3,4,4,6
puppet-rally,15,16,0,1,0.7857142857142857,3,4,4,14
puppet-rally,14,15,0,1,1.0,3,1,1,3
puppet-rally,13,14,0,0,0.3333333333333333,3,6,6,15
puppet-rally,12,13,0,1,0.5,3,3,4,6
osops-tools-logging,12,13,1,1,1.0,0,1,1,1
fuel-plugin-bigswitch,13,14,1,1,1.0,3,1,1,6
fuel-plugin-bigswitch,12,13,0,1,1.0,3,1,1,21
fuel-plugin-availability-zones,12,13,1,1,0.5,3,2,2,2
ops-tags-team,15,16,1,1,1.0,0,1,1,1
ops-tags-team,14,15,0,1,1.0,0,1,1,3
ops-tags-team,13,14,0,1,0.6666666666666666,0,2,3,3
ops-tags-team,12,13,0,1,0.875,0,2,3,8
ops-tags-team,11,12,0,1,1.0,0,1,1,2
evoque,16,17,1,1,1.0,1,1,1,1
evoque,12,13,1,1,0.7586206896551724,1,3,5,29
evoque,11,12,0,1,1.0,1,1,1,1
astara-appliance,13,14,1,1,0.6666666666666666,3,2,3,3
astara-appliance,12,13,0,1,0.6060606060606061,3,8,10,33
astara-appliance,11,12,0,1,0.7727272727272727,3,3,6,22
astara-appliance,10,11,0,1,0.8125,3,3,4,16
astara-appliance,9,10,0,1,0.9285714285714286,3,2,7,112
astara-appliance,8,9,0,1,1.0,3,1,4,16
astara-appliance,7,8,0,1,1.0,3,1,3,36
astara-appliance,6,7,0,1,1.0,3,1,3,13
astara-appliance,5,6,0,1,1.0,3,1,4,20
ansible-role-systemd_networkd,17,18,0,1,0.5,3,4,6,22
giftwrap,16,17,1,1,1.0,5,1,1,1
giftwrap,13,14,1,1,0.75,5,3,4,8
giftwrap,12,13,0,1,0.5,5,4,4,6
giftwrap,11,12,0,1,0.8888888888888888,5,2,4,18
giftwrap,10,11,0,1,0.9166666666666666,5,2,4,48
giftwrap,9,10,0,1,0.6666666666666666,5,2,2,21
fuel-ccp-searchlight,15,16,1,1,1.0,3,1,1,1
fuel-ccp-searchlight,14,15,0,1,0.6666666666666666,3,2,3,3
astara-horizon,12,13,1,0,0.45454545454545453,3,5,5,11
astara-horizon,11,12,0,1,1.0,3,1,2,4
cloudpulse,17,18,0,1,1.0,1,1,1,2
cloudpulse,16,17,0,1,1.0,1,1,1,1
cloudpulse,15,16,0,1,0.5454545454545454,1,3,4,11
cloudpulse,14,15,0,1,0.6,1,3,4,10
cloudpulse,13,14,0,1,0.8333333333333334,1,3,3,12
cloudpulse,12,13,0,1,0.6086956521739131,1,6,9,23
cloudpulse,11,12,0,1,0.7727272727272727,1,4,4,22
python-picassoclient,14,15,1,1,1.0,4,1,2,14
solar-resources,12,13,1,1,0.654320987654321,3,3,9,81
solar-resources,11,12,0,1,0.7741935483870968,3,2,6,248
solar-resources,10,11,0,1,1.0,3,1,3,22
development-proposals,15,16,1,1,0.7777777777777778,0,3,3,9
development-proposals,14,15,0,0,0.4230769230769231,0,6,9,26
development-proposals,13,14,0,1,0.6538461538461539,0,5,6,26
development-proposals,12,13,0,0,0.4117647058823529,0,9,9,34
development-proposals,11,12,0,1,0.5555555555555556,0,3,3,9
fuel-ccp-ci-config,15,16,1,1,1.0,3,1,1,10
fuel-ccp-ci-config,14,15,0,1,1.0,3,1,4,39
fuel-ccp-ci-config,13,14,0,1,0.9671052631578947,3,3,12,152
salt-formula-nova,14,15,1,1,0.5357142857142857,3,4,12,28
salt-formula-nova,13,14,0,1,0.7619047619047619,3,4,11,21
salt-formula-nova,12,13,0,1,0.6744186046511628,3,4,8,43
salt-formula-nova,11,12,0,1,1.0,3,1,1,1
networking-plumgrid,14,15,1,1,0.75,1,3,6,12
networking-plumgrid,13,14,0,1,0.95,1,2,7,20
networking-plumgrid,12,13,0,1,0.9642857142857143,1,2,6,28
networking-plumgrid,11,12,0,1,0.9166666666666666,1,2,4,12
networking-plumgrid,10,11,0,0,0.25925925925925924,1,7,12,27
networking-plumgrid,9,10,0,0,0.3181818181818182,1,11,16,22
networking-plumgrid,8,9,0,0,0.19047619047619047,1,14,17,21
networking-plumgrid,7,8,0,0,0.14814814814814814,1,14,18,27
networking-plumgrid,6,7,0,0,0.2608695652173913,1,10,16,23
networking-plumgrid,5,6,0,0,0.15384615384615385,1,9,10,13
networking-plumgrid,4,5,0,0,0.38461538461538464,1,5,6,13
networking-plumgrid,2,3,0,1,1.0,1,1,1,2
networking-plumgrid,3,4,0,1,1.0,1,1,1,2
adjutant-ui,17,18,0,0,0.4,1,3,3,5
adjutant-ui,16,17,0,1,0.9,1,2,3,10
adjutant-ui,15,16,0,1,0.9230769230769231,1,2,3,13
glance-specs,17,18,0,0,0.25,1,8,11,16
glance-specs,16,17,0,1,0.7,1,4,4,10
glance-specs,15,16,0,1,0.625,1,2,3,8
glance-specs,14,15,0,0,0.3,1,6,6,10
glance-specs,13,14,0,0,0.3,1,6,6,10
glance-specs,12,13,0,0,0.4782608695652174,1,9,13,23
glance-specs,11,12,0,1,0.5,1,3,5,6
glance-specs,10,11,0,0,0.375,1,5,7,8
glance-specs,9,10,0,0,0.4,1,3,3,5
trove-integration,16,17,1,1,1.0,1,1,1,1
trove-integration,14,15,1,1,0.5,1,2,2,2
trove-integration,13,14,0,1,0.8666666666666667,1,3,8,15
trove-integration,12,13,0,1,0.5384615384615384,1,6,14,26
trove-integration,11,12,0,1,0.6,1,5,11,25
trove-integration,10,11,0,0,0.45161290322580644,1,5,12,31
trove-integration,9,10,0,1,0.5151515151515151,1,7,17,33
trove-integration,8,9,0,0,0.3548387096774194,1,8,16,31
trove-integration,7,8,0,1,0.5,1,7,17,46
trove-integration,6,7,0,1,0.6136363636363636,1,2,10,44
trove-integration,5,6,0,1,1.0,1,1,11,110
trove-integration,4,5,0,1,1.0,1,1,4,66
ironic-webclient,14,15,1,1,1.0,1,1,1,1
ironic-webclient,13,14,0,1,0.6666666666666666,1,2,2,9
ironic-webclient,12,13,0,1,0.9761904761904762,1,2,2,42
ironic-webclient,11,12,0,1,0.9591836734693877,1,3,3,49
ironic-webclient,10,11,0,1,1.0,1,1,1,17
charm-nova-compute-proxy,17,18,0,1,0.6666666666666666,3,3,3,6
charm-nova-compute-proxy,16,17,0,1,1.0,3,1,2,6
charm-nova-compute-proxy,15,16,0,1,1.0,3,1,3,5
charm-nova-compute-proxy,14,15,0,1,1.0,3,1,2,5
charm-nova-compute-proxy,13,14,0,1,0.5,3,2,2,10
charm-nova-compute-proxy,11,12,1,1,1.0,3,1,2,3
charm-nova-compute-proxy,10,11,0,1,1.0,3,1,2,33
charm-nova-compute-proxy,9,10,0,1,1.0,3,1,5,18
charm-nova-compute-proxy,8,9,0,1,1.0,3,1,7,68
charm-nova-compute-proxy,7,8,0,1,1.0,3,1,4,97
charm-nova-compute-proxy,6,7,0,1,1.0,3,1,3,64
charm-nova-compute-proxy,5,6,0,1,1.0,3,1,1,5
charm-nova-compute-proxy,4,5,0,1,0.9230769230769231,3,2,2,13
charm-nova-compute-proxy,3,4,0,1,1.0,3,1,1,13
neutron-fwaas-dashboard,17,18,0,1,0.6875,1,4,4,16
neutron-fwaas-dashboard,16,17,0,1,0.7368421052631579,1,5,5,19
neutron-fwaas-dashboard,15,16,0,1,0.8333333333333334,1,3,3,18
fuel-ccp-tests,16,17,1,1,1.0,3,1,1,1
fuel-ccp-tests,14,15,1,1,1.0,3,1,10,33
fuel-ccp-tests,13,14,0,1,0.9814814814814815,3,3,14,108
python-fuelclient,15,16,1,1,1.0,4,1,2,2
python-fuelclient,14,15,0,1,0.5333333333333333,4,2,7,15
python-fuelclient,13,14,0,1,0.6623376623376623,4,5,26,77
python-fuelclient,12,13,0,1,0.765625,4,7,27,64
python-fuelclient,11,12,0,1,0.7974683544303798,4,4,25,79
python-fuelclient,10,11,0,1,0.8529411764705882,4,3,17,68
python-fuelclient,9,10,0,1,1.0,4,1,10,23
python-fuelclient,8,9,0,1,0.9545454545454546,4,2,5,22
ospurge,16,17,1,1,0.875,4,2,2,8
ospurge,15,16,0,1,1.0,4,1,2,5
ospurge,14,15,0,1,0.6666666666666666,4,4,4,9
ospurge,13,14,0,1,1.0,4,1,1,1
ospurge,12,13,0,1,0.6875,4,5,6,16
ospurge,11,12,0,1,0.5,4,3,3,8
ospurge,10,11,0,0,0.375,4,4,4,8
ospurge,9,10,0,0,0.47058823529411764,4,5,5,17
ospurge,8,9,0,1,0.9523809523809523,4,2,2,21
openstack-planet,17,18,0,0,0.3333333333333333,0,3,3,3
openstack-planet,16,17,0,0,0.2,0,5,5,5
openstack-planet,15,16,0,1,0.5714285714285714,0,4,6,7
openstack-planet,14,15,0,0,0.3333333333333333,0,3,3,3
openstack-planet,13,14,0,1,0.5,0,3,6,6
openstack-planet,12,13,0,0,0.25,0,6,8,8
openstack-planet,11,12,0,0,0.3333333333333333,0,5,6,6
openstack-planet,10,11,0,0,0.3333333333333333,0,7,15,18
openstack-planet,9,10,0,0,0.2777777777777778,0,9,16,18
openstack-planet,8,9,0,0,0.2631578947368421,0,8,12,19
openstack-planet,7,8,0,0,0.4117647058823529,0,8,15,17
openstack-planet,6,7,0,0,0.29411764705882354,0,9,13,17
openstack-planet,5,6,0,0,0.3,0,7,8,10
openstack-planet,4,5,0,0,0.4,0,4,4,5
openstack-planet,3,4,0,1,0.5,0,3,4,4
openstack-planet,2,3,0,1,0.6666666666666666,0,2,2,3
openstack-planet,1,2,0,1,0.75,0,2,3,4
openstack-planet,0,1,0,1,0.5384615384615384,0,2,7,13
charm-interface-ovsdb-manager,12,13,1,1,1.0,3,1,1,1
charm-interface-manila-plugin,16,17,1,1,1.0,3,1,1,1
charm-interface-manila-plugin,14,15,1,1,1.0,3,1,1,2
puppet-magnum,17,18,0,0,0.375,3,6,10,24
puppet-magnum,16,17,0,0,0.42105263157894735,3,6,8,19
puppet-magnum,15,16,0,1,0.6153846153846154,3,5,5,26
puppet-magnum,14,15,0,1,0.5,3,4,5,14
puppet-magnum,13,14,0,0,0.37037037037037035,3,7,10,27
puppet-magnum,12,13,0,0,0.36363636363636365,3,6,8,11
meteos,15,16,1,0,0.4444444444444444,1,6,12,27
meteos,14,15,0,1,0.9523809523809523,1,2,5,21
microversion-parse,17,18,0,1,1.0,4,1,1,7
microversion-parse,13,14,1,0,0.3333333333333333,4,3,3,3
microversion-parse,12,13,0,1,1.0,4,1,1,7
charm-openvswitch-odl,17,18,0,1,0.8,3,2,3,5
charm-openvswitch-odl,16,17,0,1,1.0,3,1,2,4
charm-openvswitch-odl,15,16,0,1,1.0,3,1,3,4
charm-openvswitch-odl,14,15,0,1,1.0,3,1,2,4
charm-openvswitch-odl,13,14,0,1,1.0,3,1,3,9
charm-openvswitch-odl,12,13,0,1,1.0,3,1,5,16
ironic-python-agent,17,18,0,0,0.35714285714285715,1,12,16,28
ironic-python-agent,16,17,0,0,0.3541666666666667,1,9,17,48
ironic-python-agent,15,16,0,0,0.25,1,12,22,32
ironic-python-agent,14,15,0,0,0.2553191489361702,1,16,25,47
ironic-python-agent,13,14,0,0,0.17073170731707318,1,14,28,82
ironic-python-agent,12,13,0,0,0.27631578947368424,1,19,32,76
ironic-python-agent,11,12,0,0,0.3125,1,12,26,64
ironic-python-agent,10,11,0,1,0.52,1,10,16,50
ironic-python-agent,9,10,0,1,0.8392857142857143,1,5,12,56
ironic-python-agent,8,9,0,1,0.9682539682539683,1,2,8,252
ironic-python-agent,7,8,0,1,1.0,1,1,2,39
fuel-plugin-murano-networking-sfc,13,14,1,1,1.0,3,1,1,2
iotronic,17,18,0,1,0.9,1,2,2,10
iotronic,16,17,0,1,0.75,1,3,3,8
iotronic,15,16,0,1,0.9,1,3,3,20
iotronic,14,15,0,1,0.8823529411764706,1,3,4,17
iotronic,13,14,0,0,0.42857142857142855,1,3,4,7
iotronic,12,13,0,1,0.8846153846153846,1,2,2,26
iotronic,11,12,0,1,0.8888888888888888,1,2,3,9
iotronic,10,11,0,1,1.0,1,1,1,20
charm-ceilometer-agent,17,18,0,1,0.625,3,3,5,8
charm-ceilometer-agent,16,17,0,1,0.8666666666666667,3,3,9,15
charm-ceilometer-agent,15,16,0,1,1.0,3,1,4,9
charm-ceilometer-agent,14,15,0,1,0.8,3,3,6,10
charm-ceilometer-agent,13,14,0,1,1.0,3,1,5,15
charm-ceilometer-agent,12,13,0,1,1.0,3,1,6,14
charm-ceilometer-agent,11,12,0,1,1.0,3,1,4,27
charm-ceilometer-agent,10,11,0,1,1.0,3,1,7,19
charm-ceilometer-agent,9,10,0,1,1.0,3,1,2,3
charm-ceilometer-agent,8,9,0,1,1.0,3,1,2,20
charm-ceilometer-agent,7,8,0,1,1.0,3,1,2,4
charm-ceilometer-agent,6,7,0,1,1.0,3,1,1,15
fuel-plugin-murano,15,16,1,1,1.0,3,1,1,1
fuel-plugin-murano,14,15,0,1,0.8888888888888888,3,2,5,9
fuel-plugin-murano,13,14,0,1,0.9545454545454546,3,2,6,22
fuel-plugin-murano,12,13,0,1,1.0,3,1,1,1
oslo.limit,17,18,0,0,0.3333333333333333,0,5,5,6
python-keystoneclient-kerberos,14,15,1,1,1.0,4,1,1,1
python-keystoneclient-kerberos,12,13,1,1,0.5,4,3,4,4
python-keystoneclient-kerberos,11,12,0,1,0.6,4,3,3,5
python-keystoneclient-kerberos,10,11,0,0,0.2857142857142857,4,5,7,7
python-keystoneclient-kerberos,9,10,0,1,1.0,4,1,1,1
python-saharaclient,17,18,0,0,0.42857142857142855,4,5,9,21
python-saharaclient,16,17,0,0,0.42857142857142855,4,5,6,14
python-saharaclient,15,16,0,0,0.23076923076923078,4,7,10,13
python-saharaclient,14,15,0,0,0.1,4,10,10,10
python-saharaclient,13,14,0,0,0.4090909090909091,4,5,10,22
python-saharaclient,12,13,0,1,0.5365853658536586,4,12,15,41
python-saharaclient,11,12,0,0,0.34285714285714286,4,12,17,35
python-saharaclient,10,11,0,0,0.42857142857142855,4,9,15,42
python-saharaclient,9,10,0,0,0.375,4,9,15,40
python-saharaclient,8,9,0,1,0.7209302325581395,4,5,11,86
python-saharaclient,7,8,0,1,0.9615384615384616,4,2,9,26
cl-openstack-client,17,18,0,1,1.0,4,1,1,1
cl-openstack-client,12,13,1,1,1.0,4,1,1,1
cl-openstack-client,10,11,1,1,1.0,4,1,1,1
cl-openstack-client,8,9,1,1,1.0,4,1,1,1
cl-openstack-client,7,8,0,1,0.625,4,2,2,8
networking-dpm,17,18,0,1,1.0,1,1,1,2
networking-dpm,16,17,0,1,0.8,1,2,2,5
networking-dpm,15,16,0,1,0.8,1,3,7,20
networking-dpm,14,15,0,1,1.0,1,1,2,33
sahara-plugin-cdh,17,18,0,1,0.7333333333333333,1,3,6,15
sahara-plugin-cdh,16,17,0,0,0.3333333333333333,1,7,8,9
sahara-plugin-cdh,15,16,0,0,0.24,1,10,12,25
sahara-plugin-cdh,14,15,0,0,0.45454545454545453,1,5,7,11
sahara-plugin-cdh,13,14,0,1,0.5806451612903226,1,9,17,31
sahara-plugin-cdh,12,13,0,0,0.37777777777777777,1,10,20,45
sahara-plugin-cdh,11,12,0,1,0.5294117647058824,1,5,12,34
sahara-plugin-cdh,10,11,0,0,0.42857142857142855,1,6,14,56
sahara-plugin-cdh,9,10,0,1,0.7916666666666666,1,5,9,24
openstack-ansible-apt_package_pinning,17,18,0,0,0.3,3,5,8,10
openstack-ansible-apt_package_pinning,16,17,0,1,1.0,3,1,2,3
openstack-ansible-apt_package_pinning,15,16,0,1,0.5,3,3,3,6
openstack-ansible-apt_package_pinning,14,15,0,1,0.7142857142857143,3,3,5,7
openstack-ansible-apt_package_pinning,13,14,0,1,0.6666666666666666,3,8,11,21
openstack-ansible-apt_package_pinning,12,13,0,1,0.6666666666666666,3,3,3,6
security-specs,17,18,0,1,1.0,1,1,1,1
security-specs,14,15,1,1,1.0,1,1,1,1
security-specs,12,13,1,0,0.3333333333333333,1,3,3,3
security-specs,11,12,0,1,1.0,1,1,1,1
os-service-types,17,18,0,0,0.25,4,6,6,8
os-service-types,16,17,0,1,0.5,4,2,2,6
os-service-types,15,16,0,1,0.7777777777777778,4,3,3,9
collectd-openstack-plugins,17,18,0,1,0.625,2,3,5,8
collectd-openstack-plugins,16,17,0,1,0.65,2,6,8,20
collectd-openstack-plugins,15,16,0,1,0.9393939393939394,2,3,10,33
collectd-openstack-plugins,14,15,0,1,1.0,2,1,6,22
collectd-openstack-plugins,13,14,0,1,0.9130434782608695,2,3,6,23
collectd-openstack-plugins,12,13,0,1,1.0,2,1,1,3
